datetime,1,2,6,
2018-04-13 12:06:19.0,-55,,,
2018-04-13 12:06:20.0,-57,,,
2018-04-13 12:06:21.0,-57,,,
2018-04-13 12:06:22.0,-57,,,
2018-04-13 12:06:23.0,-57,,,
2018-04-13 12:06:24.0,-57,,,
2018-04-13 12:06:25.0,-55,,,
2018-04-13 12:06:26.0,-56,,,
2018-04-13 12:06:27.0,-54,,,
2018-04-13 12:06:28.0,-54,,,
2018-04-13 12:06:29.0,-54,-60,,
2018-04-13 12:06:30.0,-55,-58,,
2018-04-13 12:06:31.0,-55,-59,,
2018-04-13 12:06:32.0,-54,-60,,
2018-04-13 12:06:33.0,-54,-58,,
2018-04-13 12:06:34.0,-54,-63,,
2018-04-13 12:06:35.0,-54,-61,,
2018-04-13 12:06:36.0,-55,-64,,
2018-04-13 12:06:37.0,-56,-63,,
2018-04-13 12:06:38.0,-55,-62,,
2018-04-13 12:06:39.0,-56,-60,,
2018-04-13 12:06:40.0,-56,-63,,
2018-04-13 12:06:41.0,-56,-63,,
2018-04-13 12:06:42.0,-56,-61,,
2018-04-13 12:06:43.0,-55,-60,,
2018-04-13 12:06:44.0,-56,-61,,
2018-04-13 12:06:45.0,-59,-60,,
2018-04-13 12:06:46.0,-56,-60,,
2018-04-13 12:06:47.0,-58,-61,,
2018-04-13 12:06:48.0,-58,-58,,
2018-04-13 12:06:49.0,-59,-58,,
2018-04-13 12:06:50.0,-59,-61,,
2018-04-13 12:06:51.0,-56,-58,,
2018-04-13 12:06:52.0,-59,-59,-42,
2018-04-13 12:06:53.0,-55,-59,-42,
2018-04-13 12:06:54.0,-56,-62,-42,
2018-04-13 12:06:55.0,-56,-62,-42,
2018-04-13 12:06:56.0,-54,-61,-40,
2018-04-13 12:06:57.0,-56,-60,-40,
2018-04-13 12:06:58.0,-56,-65,-38,
2018-04-13 12:06:59.0,-55,-64,-38,
2018-04-13 12:07:00.0,-55,-65,-37,
2018-04-13 12:07:01.0,-53,-63,-36,
2018-04-13 12:07:02.0,-53,-63,-36,
2018-04-13 12:07:03.0,-53,-62,-36,
2018-04-13 12:07:04.0,-52,-62,-34,
2018-04-13 12:07:05.0,-53,-61,-33,
2018-04-13 12:07:06.0,-53,-62,-34,
2018-04-13 12:07:07.0,-53,-64,-34,
2018-04-13 12:07:08.0,-54,-62,-33,
2018-04-13 12:07:09.0,-55,-62,-33,
2018-04-13 12:07:10.0,-53,-64,-34,
2018-04-13 12:07:11.0,-54,-62,-34,
2018-04-13 12:07:12.0,-54,-61,-33,
2018-04-13 12:07:13.0,-53,-66,-33,
2018-04-13 12:07:14.0,-53,-63,-33,
2018-04-13 12:07:15.0,-55,-65,-33,
2018-04-13 12:07:16.0,-54,-65,-33,
2018-04-13 12:07:17.0,-56,-63,-33,
2018-04-13 12:07:18.0,-55,-62,-33,
2018-04-13 12:07:19.0,-54,-62,-33,
2018-04-13 12:07:20.0,-56,-63,-33,
2018-04-13 12:07:21.0,-55,-58,-33,
2018-04-13 12:07:22.0,-54,-63,-33,
2018-04-13 12:07:23.0,-55,-61,-33,
2018-04-13 12:07:24.0,-56,-63,-33,
2018-04-13 12:07:25.0,-55,-63,-33,
2018-04-13 12:07:26.0,-58,-63,-33,
2018-04-13 12:07:27.0,-56,-60,-33,
2018-04-13 12:07:28.0,-55,-65,-33,
2018-04-13 12:07:29.0,-57,-63,-33,
2018-04-13 12:07:30.0,-54,-64,-33,
2018-04-13 12:07:31.0,-53,-64,-33,
2018-04-13 12:07:32.0,-54,-62,-33,
2018-04-13 12:07:33.0,-55,-63,-33,
2018-04-13 12:07:34.0,-54,-64,-33,
2018-04-13 12:07:35.0,-57,-63,-33,
2018-04-13 12:07:36.0,-54,-61,-33,
2018-04-13 12:07:37.0,-54,-64,-33,
2018-04-13 12:07:38.0,-56,-65,-33,
2018-04-13 12:07:39.0,-56,-59,-33,
2018-04-13 12:07:40.0,-54,-63,-33,
2018-04-13 12:07:41.0,-56,-61,-33,
2018-04-13 12:07:42.0,-56,-61,-33,
2018-04-13 12:07:43.0,-54,-65,-33,
2018-04-13 12:07:44.0,-57,-62,-33,
2018-04-13 12:07:45.0,-54,-62,-33,
2018-04-13 12:07:46.0,-54,-65,-33,
2018-04-13 12:07:47.0,-55,-64,-33,
2018-04-13 12:07:48.0,-56,-62,-33,
2018-04-13 12:07:49.0,-58,-65,-33,
2018-04-13 12:07:50.0,-55,-61,-33,
2018-04-13 12:07:51.0,-55,-62,-33,
2018-04-13 12:07:52.0,-55,-62,-33,
2018-04-13 12:07:53.0,-58,-62,-33,
2018-04-13 12:07:54.0,-58,-62,-33,
2018-04-13 12:07:55.0,-55,-62,-33,
2018-04-13 12:07:56.0,-54,-64,-33,
2018-04-13 12:07:57.0,-55,-61,-33,
2018-04-13 12:07:58.0,-53,-63,-33,
2018-04-13 12:07:59.0,-55,-62,-33,
2018-04-13 12:08:00.0,-55,-61,-33,
2018-04-13 12:08:01.0,-55,-64,-33,
2018-04-13 12:08:02.0,-54,-64,-33,
2018-04-13 12:08:03.0,-56,-63,-33,
2018-04-13 12:08:04.0,-54,-61,-33,
2018-04-13 12:08:05.0,-54,-64,-33,
2018-04-13 12:08:06.0,-54,-62,-33,
2018-04-13 12:08:07.0,-53,-63,-33,
2018-04-13 12:08:08.0,-56,-63,-33,
2018-04-13 12:08:09.0,-55,-63,-33,
2018-04-13 12:08:10.0,-54,-61,-33,
2018-04-13 12:08:11.0,-56,-65,-33,
2018-04-13 12:08:12.0,-56,-63,-33,
2018-04-13 12:08:13.0,-55,-65,-33,
2018-04-13 12:08:14.0,-57,-64,-33,
2018-04-13 12:08:15.0,-55,-63,-33,
2018-04-13 12:08:16.0,-54,-63,-33,
2018-04-13 12:08:17.0,-56,-64,-33,
2018-04-13 12:08:18.0,-54,-64,-33,
2018-04-13 12:08:19.0,-54,-65,-33,
2018-04-13 12:08:20.0,-55,-65,-33,
2018-04-13 12:08:21.0,-56,-64,-33,
2018-04-13 12:08:22.0,-55,-64,-33,
2018-04-13 12:08:23.0,-55,-64,-33,
2018-04-13 12:08:24.0,-55,-63,-33,
2018-04-13 12:08:25.0,-54,-63,-33,
2018-04-13 12:08:26.0,-58,-66,-33,
2018-04-13 12:08:27.0,-56,-64,-33,
2018-04-13 12:08:28.0,-54,-64,-33,
2018-04-13 12:08:29.0,-57,-64,-33,
2018-04-13 12:08:30.0,-55,-63,-33,
2018-04-13 12:08:31.0,-54,-65,-33,
2018-04-13 12:08:32.0,-54,-65,-33,
2018-04-13 12:08:33.0,-58,-64,-33,
2018-04-13 12:08:34.0,-56,-65,-33,
2018-04-13 12:08:35.0,-56,-64,-33,
2018-04-13 12:08:36.0,-55,-65,-33,
2018-04-13 12:08:37.0,-57,-64,-33,
2018-04-13 12:08:38.0,-55,-65,-33,
2018-04-13 12:08:39.0,-54,-63,-33,
2018-04-13 12:08:40.0,-53,-65,-33,
2018-04-13 12:08:41.0,-53,-65,-33,
2018-04-13 12:08:42.0,-54,-64,-33,
2018-04-13 12:08:43.0,-54,-63,-33,
2018-04-13 12:08:44.0,-54,-65,-33,
2018-04-13 12:08:45.0,-53,-63,-33,
2018-04-13 12:08:46.0,-53,-65,-33,
2018-04-13 12:08:47.0,-56,-65,-33,
2018-04-13 12:08:48.0,-56,-65,-33,
2018-04-13 12:08:49.0,-54,-66,-33,
2018-04-13 12:08:50.0,-57,-65,-33,
2018-04-13 12:08:51.0,-56,-65,-33,
2018-04-13 12:08:52.0,-53,-64,-33,
2018-04-13 12:08:53.0,-53,-66,-33,
2018-04-13 12:08:54.0,-54,-64,-33,
2018-04-13 12:08:55.0,-53,-63,-33,
2018-04-13 12:08:56.0,-56,-67,-33,
2018-04-13 12:08:57.0,-55,-64,-33,
2018-04-13 12:08:58.0,-54,-63,-33,
2018-04-13 12:08:59.0,-55,-66,-33,
2018-04-13 12:09:00.0,-57,-64,-33,
2018-04-13 12:09:01.0,-54,-66,-33,
2018-04-13 12:09:02.0,-57,-65,-33,
2018-04-13 12:09:03.0,-55,-64,-33,
2018-04-13 12:09:04.0,-56,-65,-33,
2018-04-13 12:09:05.0,-55,-65,-33,
2018-04-13 12:09:06.0,-55,-63,-33,
2018-04-13 12:09:07.0,-54,-66,-33,
2018-04-13 12:09:08.0,-58,-66,-33,
2018-04-13 12:09:09.0,-55,-62,-33,
2018-04-13 12:09:10.0,-54,-66,-33,
2018-04-13 12:09:11.0,-56,-64,-33,
2018-04-13 12:09:12.0,-54,-62,-33,
2018-04-13 12:09:13.0,-54,-63,-33,
2018-04-13 12:09:14.0,-53,-64,-33,
2018-04-13 12:09:15.0,-53,-63,-33,
2018-04-13 12:09:16.0,-53,-63,-33,
2018-04-13 12:09:17.0,-54,-63,-33,
2018-04-13 12:09:18.0,-54,-65,-33,
2018-04-13 12:09:19.0,-54,-67,-33,
2018-04-13 12:09:20.0,-56,-65,-33,
2018-04-13 12:09:21.0,-56,-64,-33,
2018-04-13 12:09:22.0,-55,-66,-33,
2018-04-13 12:09:23.0,-54,-67,-33,
2018-04-13 12:09:24.0,-55,-63,-33,
2018-04-13 12:09:25.0,-55,-64,-33,
2018-04-13 12:09:26.0,-53,-64,-33,
2018-04-13 12:09:27.0,-55,-62,-33,
2018-04-13 12:09:28.0,-54,-64,-33,
2018-04-13 12:09:29.0,-56,-65,-33,
2018-04-13 12:09:30.0,-56,-65,-33,
2018-04-13 12:09:31.0,-54,-60,-33,
2018-04-13 12:09:32.0,-55,-64,-33,
2018-04-13 12:09:33.0,-55,-61,-33,
2018-04-13 12:09:34.0,-54,-60,-33,
2018-04-13 12:09:35.0,-54,-63,-33,
2018-04-13 12:09:36.0,-56,-61,-33,
2018-04-13 12:09:37.0,-54,-59,-33,
2018-04-13 12:09:38.0,-55,-62,-33,
2018-04-13 12:09:39.0,-55,-62,-33,
2018-04-13 12:09:40.0,-55,-62,-33,
2018-04-13 12:09:41.0,-54,-62,-33,
2018-04-13 12:09:42.0,-53,-61,-33,
2018-04-13 12:09:43.0,-54,-61,-33,
2018-04-13 12:09:44.0,-54,-63,-33,
2018-04-13 12:09:45.0,-54,-62,-33,
2018-04-13 12:09:46.0,-54,-63,-33,
2018-04-13 12:09:47.0,-59,-63,-32,
2018-04-13 12:09:48.0,-56,-63,-32,
2018-04-13 12:09:49.0,-58,-61,-32,
2018-04-13 12:09:50.0,-56,-60,-33,
2018-04-13 12:09:51.0,-54,-60,-33,
2018-04-13 12:09:52.0,-56,-61,-33,
2018-04-13 12:09:53.0,-55,-61,-33,
2018-04-13 12:09:54.0,-55,-60,-33,
2018-04-13 12:09:55.0,-54,-60,-33,
2018-04-13 12:09:56.0,-56,-61,-33,
2018-04-13 12:09:57.0,-54,-61,-33,
2018-04-13 12:09:58.0,-54,-61,-33,
2018-04-13 12:09:59.0,-56,-61,-33,
2018-04-13 12:10:00.0,-54,-60,-33,
2018-04-13 12:10:01.0,-53,-61,-33,
2018-04-13 12:10:02.0,-54,-61,-33,
2018-04-13 12:10:03.0,-54,-61,-33,
